Stock Invested in,Sector,Sector Total,Value(Mn),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName,Fund Name,Fund Id,MF ACF,MF Type
Reliance Industries Ltd.,Refineries & marketing,2.57,438.2,1.73%,-0.05%,2.09% (Apr 2023),1.66% (Nov 2023),1.50 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Larsen & Toubro Ltd.,Civil construction,1.38,347.8,1.38%,-0.07%,2.04% (Apr 2023),1.38% (Feb 2024),1.00 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Tata Motors Ltd.,Passenger cars & utility vehicles,2.82,321.4,1.27%,0.03%,1.27% (Feb 2024),0.53% (Mar 2023),3.38 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Bajaj Auto Ltd.,2/3 wheelers,1.25,316.4,1.25%,-0.02%,1.27% (Jan 2024),0% (Mar 2023),40.00 k,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Hindalco Industries Ltd.,Aluminium,1.24,312.4,1.24%,-0.25%,1.76% (Dec 2023),1.24% (Feb 2024),6.20 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
HCL Technologies Limited,Computers - software & consulting,5.43,307.8,1.22%,0.01%,1.22% (Feb 2024),1.08% (Jul 2023),1.85 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
ITC Limited,Diversified fmcg,1.22,304.7,1.21%,-0.17%,2.13% (May 2023),1.21% (Feb 2024),7.50 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Tata Steel Ltd.,Iron & steel products,1.62,305,1.21%,-0.01%,1.56% (Apr 2023),1.21% (Feb 2024),21.66 L,0.00,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
United Spirits Ltd.,Breweries & distilleries,1.21,305.8,1.21%,0.02%,1.35% (Oct 2023),1.19% (Mar 2023),2.62 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
National Thermal Power Corporation Ltd.,Power generation,1.2,302,1.20%,0.01%,1.25% (Dec 2023),0.91% (May 2023),9.00 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,5.27,301.1,1.19%,0.07%,1.19% (Feb 2024),0.83% (May 2023),1.91 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Asian Paints (india) Ltd.,Paints,1.17,294.6,1.17%,-0.11%,1.56% (Oct 2023),0.81% (Sep 2023),1.04 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Cipla Ltd.,Pharmaceuticals,5.27,296.1,1.17%,0.05%,1.17% (Feb 2024),0% (Mar 2023),2.00 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Hindustan Aeronautics Ltd.,Aerospace & defense,1.59,277.6,1.10%,-0.02%,1.33% (Dec 2023),1% (Oct 2023),90.00 k,0.00,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Godrej Consumer Products Ltd,Personal care,1.09,275.4,1.09%,0.03%,1.39% (May 2023),1.03% (Nov 2023),2.19 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Kotak Mahindra Bank Ltd.,Private sector bank,16.55,253.4,1.00%,-0.14%,1.3% (Oct 2023),0.69% (Aug 2023),1.50 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Tata Consultancy Services Ltd.,Computers - software & consulting,5.43,243.3,0.96%,0.02%,1.8% (Apr 2023),0.94% (Jan 2024),59.42 k,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,2.82,231.9,0.92%,0.10%,0.99% (Aug 2023),0.69% (Mar 2023),1.20 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
SBI Life Insurance Co Ltd.,Life insurance,0.92,232.9,0.92%,0.05%,1.07% (Jun 2023),0.83% (Mar 2023),1.50 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
"-
Dr. Reddys Laboratories Ltd.",Pharmaceuticals,5.27,215.2,0.85%,0.00%,0.99% (Jul 2023),0.84% (Dec 2023),33.50 k,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Bharat Petroleum Corporation Ltd.,Refineries & marketing,2.57,211.4,0.84%,0.11%,0.84% (Feb 2024),0.7% (Oct 2023),3.50 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
ICICI Lombard General Insurance Co Ltd.,General insurance,0.81,205.4,0.81%,0.06%,0.83% (Nov 2023),0.68% (Apr 2023),1.20 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Oracle Financial Services Software Limited,Software products,0.76,191.8,0.76%,0.08%,0.76% (Feb 2024),0.46% (Dec 2023),25.00 k,0.00,Mid Cap,3.87,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
"-
Oil & Natural Gas Corporation Ltd.",Oil exploration & production,0.73,185.2,0.73%,0.00%,0.79% (Sep 2023),0.51% (Mar 2023),7.00 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Power Grid Corporation of India Ltd.,Power - transmission,0.73,184.8,0.73%,0.03%,0.73% (Feb 2024),0.63% (Nov 2023),6.53 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,2.82,158,0.63%,0.04%,0.79% (May 2023),0.53% (Dec 2023),14.00 k,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Wipro Ltd.,Computers - software & consulting,5.43,155.6,0.62%,0.02%,0.62% (Feb 2024),0% (Mar 2023),3.00 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
"-
Ipca Laboratories Ltd.",Pharmaceuticals,5.27,155.1,0.61%,0.00%,0.68% (Nov 2023),0.45% (May 2023),1.30 L,0.00,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
"-
Sonata Software Ltd.",Computers - software & consulting,5.43,154.1,0.61%,0.00%,0.65% (Nov 2023),0.51% (Mar 2023),1.90 L,0.00,Small Cap,3.22,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
City Union Bank Ltd.,Private sector bank,16.55,148.7,0.59%,-0.07%,0.71% (Dec 2023),0% (Mar 2023),11.00 L,0.00,Mid Cap,3.87,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
"#
Suprajit Engineering Ltd.",Auto components & equipments,1.37,147.3,0.58%,0.58%,0.58% (Feb 2024),0% (Mar 2023),3.46 L,3.46 L,Small Cap,3.22,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
"-
Torrent Pharmaceuticals Ltd.",Pharmaceuticals,5.27,138.6,0.55%,0.00%,0.55% (Jan 2024),0.47% (Mar 2023),52.00 k,0.00,Mid Cap,3.87,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Indusind Bank Ltd.,Private sector bank,16.55,132.7,0.53%,-0.04%,0.67% (Jun 2023),0.53% (Feb 2024),90.00 k,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Gateway Rail Freight Ltd.,Logistics solution provider,0.87,129.7,0.51%,-0.05%,0.58% (Nov 2023),0.37% (May 2023),12.00 L,0.00,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Bharat Electronics Ltd.,Aerospace & defense,1.59,123.1,0.49%,0.03%,0.79% (May 2023),0.46% (Jan 2024),6.00 L,0.00,Mid Cap,3.87,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Gland Pharma Ltd.,Pharmaceuticals,5.27,123.6,0.49%,-0.08%,0.64% (Aug 2023),0.36% (May 2023),70.00 k,0.00,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Bayer Cropscience Ltd.,Pesticides & agrochemicals,0.48,121.3,0.48%,-0.05%,0.58% (Sep 2023),0.48% (Feb 2024),21.40 k,0.00,Mid Cap,3.87,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Greenply Industries Ltd.,Plywood boards/ laminates,0.48,121.1,0.48%,0.01%,0.48% (Feb 2024),0.33% (Mar 2023),4.61 L,0.00,Small Cap,3.22,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Ambuja Cements Ltd.,Cement & cement products,0.47,120,0.47%,0.01%,0.47% (Feb 2024),0.36% (Mar 2023),1.98 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Paradeep Phosphates Ltd.,Fertilizers,0.45,114.1,0.45%,0.05%,0.45% (Feb 2024),0% (Mar 2023),15.00 L,3.00 L,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Whirlpool Of India Ltd.,Household appliances,0.45,113.1,0.45%,0.11%,0.51% (Aug 2023),0.34% (Jan 2024),90.00 k,30.00 k,Mid Cap,3.87,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Balrampur Chini Mills Ltd.,Sugar,0.44,111.9,0.44%,-0.05%,0.53% (Dec 2023),0.41% (Oct 2023),3.00 L,0.00,Small Cap,3.22,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Rolex Rings Private Ltd.,Auto components & equipments,1.37,112.1,0.44%,-0.11%,0.97% (Mar 2023),0.44% (Feb 2024),54.72 k,0.00,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
J S W Steel Ltd.,Iron & steel products,1.62,104.8,0.41%,-0.04%,0.56% (Jul 2023),0.41% (Feb 2024),1.31 L,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Sanofi India Ltd.,Pharmaceuticals,5.27,103.4,0.41%,-0.02%,0.46% (May 2023),0.39% (Apr 2023),12.00 k,0.00,Mid Cap,3.87,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Great Eastern Shipping Co. Ltd.,Shipping,0.4,100.6,0.40%,-0.01%,0.63% (Apr 2023),0.4% (Oct 2023),1.00 L,0.00,Small Cap,3.22,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Chemplast Sanmar Ltd.,Commodity chemicals,0.37,94.2,0.37%,-0.04%,0.54% (Aug 2023),0.37% (Feb 2024),2.00 L,0.00,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
Transport Corporation Of India Ltd.,Logistics solution provider,0.87,91.3,0.36%,-0.07%,0.47% (Aug 2023),0.36% (Mar 2023),1.10 L,0.00,Small Cap,3.22,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
CIE AUTOMOTIVE INDIA Ltd.,Auto components & equipments,1.37,88.2,0.35%,-0.05%,0.46% (Oct 2023),0% (Mar 2023),2.00 L,0.00,Small Cap,3.22,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
UTI Asset Management Co. Pvt. Ltd.,Asset management company,0.25,62.8,0.25%,-0.02%,0.43% (Jun 2023),0.19% (Mar 2023),70.00 k,0.00,Other,11.63,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
AIA Engineering Ltd.,Castings & forgings,0.14,36.5,0.14%,-0.03%,0.58% (Aug 2023),0.14% (Feb 2024),10.00 k,0.00,Mid Cap,3.87,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
"-
Hindustan Unilever Ltd.",Diversified fmcg,1.22,1.5,0.01%,0.00%,0.72% (Mar 2023),0% (Sep 2023),600.00,0.00,Large Cap,46.57,hdfc-multi-asset-fund-direct-plan-growth,MHD1219,Equity,06_multi_asset
HDFC Bank Ltd.,Private sector bank,14.62,727,5.74%,1.95%,5.74% (Feb 2024),0% (Mar 2023),5.18 L,2.08 L,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
ICICI Bank Ltd.,Private sector bank,14.62,477.8,3.77%,2.91%,3.77% (Feb 2024),0% (Mar 2023),4.54 L,3.54 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
State Bank Of India,Public sector bank,3.11,334,2.64%,0.74%,2.64% (Feb 2024),0% (Mar 2023),4.47 L,91.50 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Reliance Industries Ltd.,Refineries & marketing,3.34,330.1,2.61%,1.66%,2.61% (Feb 2024),0% (Mar 2023),1.13 L,73.00 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Larsen & Toubro Ltd.,Civil construction,2.47,313,2.47%,1.01%,2.47% (Feb 2024),0% (Mar 2023),90.00 k,40.00 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Infosys Ltd.,Computers - software & consulting,5.99,294.6,2.33%,1.36%,2.33% (Feb 2024),0% (Mar 2023),1.76 L,1.06 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Axis Bank Ltd.,Private sector bank,14.62,268.9,2.12%,0.51%,2.12% (Feb 2024),0% (Mar 2023),2.50 L,70.13 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
ITC Limited,Diversified fmcg,2.56,217.8,1.72%,0.98%,1.72% (Feb 2024),0% (Mar 2023),5.36 L,3.36 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Bharti Airtel Ltd.",Telecom - cellular & fixed line services,2.21,206.9,1.63%,1.63%,1.63% (Feb 2024),0% (Mar 2023),1.84 L,1.84 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Shriram Finance Ltd.,Non banking financial company (nbfc),2.82,190,1.50%,0.78%,1.5% (Feb 2024),0% (Mar 2023),77.90 k,42.90 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
National Thermal Power Corporation Ltd.,Power generation,1.38,174.5,1.38%,1.11%,1.38% (Feb 2024),0% (Mar 2023),5.20 L,4.20 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Tata Consultancy Services Ltd.,Computers - software & consulting,5.99,163.8,1.29%,0.01%,1.29% (Feb 2024),0% (Mar 2023),40.00 k,0.00,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Tata Motors Ltd.",Passenger cars & utility vehicles,1.74,162.7,1.29%,1.29%,1.29% (Feb 2024),0% (Mar 2023),1.71 L,1.71 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Kotak Mahindra Bank Ltd.,Private sector bank,14.62,159.5,1.26%,0.50%,1.26% (Feb 2024),0% (Mar 2023),94.40 k,44.40 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Ambuja Cements Ltd.,Cement & cement products,2.55,136,1.07%,0.60%,1.07% (Feb 2024),0% (Mar 2023),2.24 L,1.24 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Godrej Consumer Products Ltd",Personal care,1.89,125.1,0.99%,0.99%,0.99% (Feb 2024),0% (Mar 2023),99.50 k,99.50 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Wipro Ltd.,Computers - software & consulting,5.99,121.4,0.96%,0.46%,0.96% (Feb 2024),0% (Mar 2023),2.34 L,1.09 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Indusind Bank Ltd.",Private sector bank,14.62,121.1,0.96%,0.96%,0.96% (Feb 2024),0% (Mar 2023),82.11 k,82.11 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Dabur India Ltd.,Personal care,1.89,113.7,0.90%,0.61%,0.9% (Feb 2024),0% (Mar 2023),2.11 L,1.46 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Titan Company Ltd.","Gems, jewellery and watches",0.86,108.5,0.86%,0.86%,0.86% (Feb 2024),0% (Mar 2023),29.93 k,29.93 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Hindustan Unilever Ltd.,Diversified fmcg,2.56,106.6,0.84%,0.01%,0.84% (Feb 2024),0% (Mar 2023),44.20 k,4.20 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Associated Cement Companies Ltd.",Cement & cement products,2.55,105.7,0.83%,0.83%,0.83% (Feb 2024),0% (Mar 2023),40.20 k,40.20 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
SBI Life Insurance Co Ltd.,Life insurance,1.29,103.2,0.82%,0.20%,0.82% (Feb 2024),0% (Mar 2023),66.49 k,13.99 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Brigade Enterprises Ltd.","Residential, commercial projects",0.8,101.8,0.80%,0.80%,0.8% (Feb 2024),0% (Mar 2023),1.02 L,1.02 L,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Motherson Sumi Systems Ltd.",Auto components & equipments,1.3,98.1,0.77%,0.77%,0.77% (Feb 2024),0% (Mar 2023),8.23 L,8.23 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Federal Bank Ltd.",Private sector bank,14.62,97,0.77%,0.77%,0.77% (Feb 2024),0% (Mar 2023),6.45 L,6.45 L,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
LTIMindtree Ltd.,Computers - software & consulting,5.99,94.9,0.75%,0.20%,0.75% (Feb 2024),0% (Mar 2023),17.90 k,5.90 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Bajaj Finance Ltd.,Non banking financial company (nbfc),2.82,91.3,0.72%,0.59%,0.72% (Feb 2024),0% (Mar 2023),14.05 k,11.80 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Eicher Motors Ltd.",2/3 wheelers,0.63,79.6,0.63%,0.63%,0.63% (Feb 2024),0% (Mar 2023),21.00 k,21.00 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
IIFL Finance Ltd.",Non banking financial company (nbfc),2.82,76.4,0.60%,0.60%,0.6% (Feb 2024),0% (Mar 2023),1.29 L,1.29 L,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Fusion Micro Finance Ltd.",Microfinance institutions,0.59,74.6,0.59%,0.59%,0.59% (Feb 2024),0% (Mar 2023),1.36 L,1.36 L,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Tata Communications Ltd.",Telecom - cellular & fixed line services,2.21,73.1,0.58%,0.58%,0.58% (Feb 2024),0% (Mar 2023),38.00 k,38.00 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Gland Pharma Ltd.",Pharmaceuticals,2.22,70.6,0.56%,0.56%,0.56% (Feb 2024),0% (Mar 2023),40.00 k,40.00 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Cipla Ltd.",Pharmaceuticals,2.22,68.1,0.54%,0.54%,0.54% (Feb 2024),0% (Mar 2023),46.00 k,46.00 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Dalmia Bharat Ltd.",Cement & cement products,2.55,67.8,0.54%,0.54%,0.54% (Feb 2024),0% (Mar 2023),33.50 k,33.50 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Craftsman Automation Ltd.",Auto components & equipments,1.3,67.2,0.53%,0.53%,0.53% (Feb 2024),0% (Mar 2023),16.03 k,16.03 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Zomato Ltd.",E-retail/ e-commerce,0.53,67,0.53%,0.53%,0.53% (Feb 2024),0% (Mar 2023),4.05 L,4.05 L,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
GAIL (India) Ltd.",Gas transmission/marketing,0.51,64.2,0.51%,0.51%,0.51% (Feb 2024),0% (Mar 2023),3.52 L,3.52 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Bharat Electronics Ltd.",Aerospace & defense,1.2,64,0.51%,0.51%,0.51% (Feb 2024),0% (Mar 2023),3.12 L,3.12 L,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Apollo Hospitals Enterprises Ltd.",Hospital,0.49,62.5,0.49%,0.49%,0.49% (Feb 2024),0% (Mar 2023),10.24 k,10.24 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Electronics Mart lndia Ltd.",Speciality retail,1.18,62.2,0.49%,0.49%,0.49% (Feb 2024),0% (Mar 2023),3.00 L,3.00 L,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
India Shelter Finance Corporation Ltd.",Housing finance company,0.9,61.9,0.49%,0.49%,0.49% (Feb 2024),0% (Mar 2023),98.26 k,98.26 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Bajaj Finserv Ltd",Holding company,0.48,61.4,0.48%,0.48%,0.48% (Feb 2024),0% (Mar 2023),38.50 k,38.50 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Coal India Ltd.",Coal,0.48,61.1,0.48%,0.48%,0.48% (Feb 2024),0% (Mar 2023),1.40 L,1.40 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Hindalco Industries Ltd.",Aluminium,0.48,60.5,0.48%,0.48%,0.48% (Feb 2024),0% (Mar 2023),1.20 L,1.20 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Bank Of Baroda",Public sector bank,3.11,59,0.47%,0.47%,0.47% (Feb 2024),0% (Mar 2023),2.22 L,2.22 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
HDFC Life Insurance Company Ltd.",Life insurance,1.29,58.9,0.47%,0.47%,0.47% (Feb 2024),0% (Mar 2023),1.01 L,1.01 L,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Voltas Limited",Household appliances,0.46,58.6,0.46%,0.46%,0.46% (Feb 2024),0% (Mar 2023),52.80 k,52.80 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,1.74,56.4,0.45%,0.02%,0.45% (Feb 2024),0% (Mar 2023),5.00 k,0.00,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Tata Steel Ltd.,Iron & steel products,0.45,56.3,0.45%,0.22%,0.45% (Feb 2024),0% (Mar 2023),4.00 L,2.00 L,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Multi Commodity Exchange Of India Ltd.",Exchange and data platform,0.71,54.2,0.43%,0.43%,0.43% (Feb 2024),0% (Mar 2023),14.40 k,14.40 k,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Go Fashion (India) Ltd.",Speciality retail,1.18,53.8,0.42%,0.42%,0.42% (Feb 2024),0% (Mar 2023),47.59 k,47.59 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Havells India Ltd.,Consumer electronics,0.76,52.1,0.41%,0.30%,0.41% (Feb 2024),0% (Mar 2023),34.00 k,24.00 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
LIC Housing Finance Ltd.",Housing finance company,0.9,51.8,0.41%,0.41%,0.41% (Feb 2024),0% (Mar 2023),80.00 k,80.00 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Cera Sanitaryware Ltd.",Sanitary ware,0.41,51.7,0.41%,0.41%,0.41% (Feb 2024),0% (Mar 2023),6.83 k,6.83 k,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
